x	y
468	0.192489
469	0.192494
470	0.192498
471	0.192502
472	0.192506
473	0.19251
474	0.192514
475	0.192517
476	0.19252
477	0.192523
478	0.192525
479	0.192527
480	0.192529
481	0.192531
482	0.192533
483	0.192535
484	0.192537
485	0.192539
486	0.192541
487	0.192543
488	0.192545
489	0.192547
490	0.192549
491	0.192551
492	0.192553
493	0.192556
494	0.192558
495	0.19256
496	0.192562
497	0.192563
498	0.192565
499	0.192567
500	0.192569
501	0.187281
502	0.187283
503	0.187284
504	0.187285
505	0.187285
506	0.187286
507	0.187285
508	0.187285
509	0.187285
510	0.187284
511	0.187283
512	0.187282
513	0.187281
514	0.18728
515	0.187278
516	0.187277
517	0.187276
518	0.187275
519	0.187274
520	0.187274
521	0.187274
522	0.187273
523	0.187273
524	0.187273
525	0.187273
526	0.187273
527	0.187273
528	0.187273
529	0.187274
530	0.187274
531	0.187275
532	0.187275
533	0.187276
534	0.187277
535	0.187278
536	0.18728
537	0.187281
538	0.187282
539	0.187284
540	0.187286
541	0.187287
542	0.187289
543	0.187291
544	0.187293
545	0.187295
546	0.187298
547	0.187301
548	0.187303
549	0.187305
550	0.187307
551	0.18264
552	0.182643
553	0.182647
554	0.18265
555	0.182653
556	0.182657
557	0.182662
558	0.182666
559	0.18267
560	0.182675
561	0.182679
562	0.182683
563	0.182686
564	0.18269
565	0.182693
566	0.182696
567	0.182699
568	0.182704
569	0.182709
570	0.182713
571	0.182718
572	0.182723
573	0.182728
574	0.182732
575	0.182737
576	0.182741
577	0.182744
578	0.182748
579	0.182751
580	0.182755
581	0.182758
582	0.182762
583	0.182766
584	0.182769
585	0.182772
586	0.182775
587	0.182781
588	0.182786
589	0.182791
590	0.182795
591	0.1828
592	0.182804
593	0.182807
594	0.182811
595	0.182814
596	0.182817
597	0.18282
598	0.182822
599	0.182825
600	0.182827
601	0.178283
602	0.178285
603	0.178287
604	0.178289
605	0.178291
606	0.178293
607	0.178295
608	0.178297
609	0.178298
610	0.1783
611	0.178301
612	0.178302
613	0.178304
614	0.178305
615	0.178307
616	0.178308
617	0.17831
618	0.178312
619	0.178314
620	0.178316
621	0.178317
622	0.178319
623	0.178322
624	0.178325
625	0.178327
626	0.17833
627	0.178333
628	0.178335
629	0.178338
630	0.178342
631	0.178345
632	0.178349
633	0.178353
634	0.178357
635	0.17836
636	0.178364
637	0.178367
638	0.17837
639	0.178373
640	0.178377
641	0.17838
642	0.178384
643	0.178388
644	0.178392
645	0.178395
646	0.178399
647	0.178403
648	0.178406
649	0.17841
650	0.178413
651	0.1744
652	0.174403
653	0.174406
654	0.174411
655	0.174415
656	0.174419
657	0.174424
658	0.174427
659	0.174431
660	0.174435
661	0.174439
662	0.174443
663	0.174447
664	0.174451
665	0.174455
666	0.174459
667	0.174462
668	0.174466
669	0.174469
670	0.174472
671	0.174475
672	0.174479
673	0.174482
674	0.174485
675	0.174488
676	0.174491
677	0.174493
678	0.174496
679	0.174498
680	0.1745
681	0.174502
682	0.174505
683	0.174508
684	0.174511
685	0.174514
686	0.174517
687	0.17452
688	0.174522
689	0.174525
690	0.174527
691	0.17453
692	0.174532
693	0.174534
694	0.174536
695	0.174538
696	0.17454
697	0.174543
698	0.174545
699	0.174546
700	0.174548
701	0.170821
702	0.170823
703	0.170824
704	0.170826
705	0.170827
706	0.170829
707	0.170831
708	0.170832
709	0.170834
710	0.170835
711	0.170837
712	0.170839
713	0.17084
714	0.170842
715	0.170843
716	0.170844
717	0.170845
718	0.170847
719	0.170848
720	0.170849
721	0.170851
722	0.170852
723	0.170853
724	0.170854
725	0.170856
726	0.170857
727	0.170859
728	0.17086
729	0.170861
730	0.170863
731	0.170865
732	0.170868
733	0.17087
734	0.170872
735	0.170873
736	0.170875
737	0.170877
738	0.170878
739	0.17088
740	0.170881
741	0.170883
742	0.170884
743	0.170886
744	0.170887
745	0.170889
746	0.170891
747	0.170893
748	0.170895
749	0.170897
750	0.1709
751	0.191592
752	0.191594
753	0.191596
754	0.191598
755	0.1916
756	0.191601
